source_index,source_excel_row,calculator_key,catalog_id,canonical_name,catalog_url,source_label,source_disease,study,cutoff,catalog_purpose,sampling_design,data_source,provenance,confidence,confidence_group,evidence_group,exact_outcome_note,N,tp,fp,fn,tn,n_positive,positive_fraction,observed_prevalence,post_positive_risk,post_positive_risk_lo,post_positive_risk_hi,highest_rulein_threshold_supported
397,399,mdcalc:1801,1801,Step-by-Step Approach to Febrile Infants,https://www.mdcalc.com/calc/1801/step-step-approach-febrile-infants,Step-by-Step Approach to Febrile Infants,Invasive bacterial infection,"Gomez et al., Validation of the “Step-by-Step” Approach in the Management of Young Febrile Infants",Rule-positive: not classified as low risk by the complete Step-by-Step algorithm,"Algorithm, Diagnosis, Prognosis",Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2185,80,1114,7,984,1194,0.5464530892,0.03981693364,0.06700167504,0.05416339285,0.08261719495,0.05
398,400,mdcalc:2044,2044,STONE Nephrolithometry Score,https://www.mdcalc.com/calc/2044/stone-nephrolithometry-score-renal-calculi,S.T.O.N.E. Nephrolithometry Score for Renal Calculi,Stone-free status after percutaneous nephrolithotomy,"Oka et al., Validity S.T.O.N.E. Nephrolithometry Scoring to Predict Stone-Free Status in Kidney Stone Patients After Percutaneous Nephrolithotomy",S.T.O.N.E. score <9 predicts stone-free status,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,50,20,5,13,12,25,0.5,0.66,0.8,0.6086904963,0.9113941531,0.2
399,401,mdcalc:10110,10110,STONE Score for Uncomplicated Ureteral Stone,https://www.mdcalc.com/calc/10110/stone-score-uncomplicated-ureteral-stone,STONE Score for Uncomplicated Ureteral Stone,Ureteral stone on CT,"Wang et al., External Validation of the STONE Score, a Clinical Prediction Rule for Ureteral Stone: An Observational Multi-institutional Study",High-risk STONE score: 10–13,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,845,176,66,155,448,242,0.2863905325,0.3917159763,0.7272727273,0.6679366949,0.7795061429,0.2
400,402,mdcalc:3992,3992,STOP-BANG Score for Obstructive Sleep Apnea,https://www.mdcalc.com/calc/3992/stop-bang-score-obstructive-sleep-apnea,STOP-BANG Score for Obstructive Sleep Apnea,Obstructive sleep apnea (AHI ≥5 events/hour),"Popević et al., Screening Commercial Drivers for Obstructive Sleep Apnea: Validation of STOP-Bang Questionnaire",STOP-BANG score ≥3,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,100,49,20,8,23,69,0.69,0.57,0.7101449275,0.5942855003,0.8038394202,0.2
401,403,mdcalc:10468,10468,STUMBL/Battle Score,https://www.mdcalc.com/calc/10468/stumbl-battle-score,STUMBL/Battle Score,Complications following blunt chest-wall trauma,"Callisto et al., The Clinical Effectiveness of the STUMBL Score for the Management of ED Patients With Blunt Chest Trauma Compared to Clinical Evaluation Alone",STUMBL score ≥11,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,369,49,68,13,239,117,0.3170731707,0.1680216802,0.4188034188,0.333382375,0.5093868188,0.2
402,404,mdcalc:10085,10085,Subaxial Injury Classification and Severity Scale (SLICS),https://www.mdcalc.com/calc/10085/subaxial-injury-classification-severity-scale-slics,Subaxial Injury Classification and Severity Scale (SLICS),Surgical treatment of pediatric subaxial cervical-spine injury,"Piazza et al., Validation of the Subaxial Cervical Spine Injury Classification Score in Children: A Single-Institution Experience at a Level 1 Pediatric Trauma Center",Operative recommendation: SLICS ≥5,"Diagnosis, Prognosis, Treatment",Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,229,19,8,5,197,27,0.1179039301,0.1048034934,0.7037037037,0.5151931704,0.8414695953,0.2
403,405,mdcalc:10079,10079,Subtle Anterior STEMI Calculator (4-Variable),https://www.mdcalc.com/calc/10079/subtle-anterior-stemi-calculator-4-variable,Subtle Anterior STEMI Calculator (4-Variable),Subtle anterior STEMI versus benign-variant ST elevation,"Bozbeyoğlu et al., A Tale of Two Formulas: Differentiation of Subtle Anterior MI From Benign ST-Segment Elevation",Four-variable score ≥18.2,"Diagnosis, Formula",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,334,115,24,23,172,139,0.4161676647,0.4131736527,0.8273381295,0.7559316379,0.8811383049,0.2
404,406,mdcalc:1826,1826,Surgical Apgar Score (SAS) for Postoperative Risk,https://www.mdcalc.com/calc/1826/surgical-apgar-score-sas-postoperative-risk,Surgical Apgar Score (SAS) for Postoperative Risk,Major postoperative complication or death within 30 days,"Santos et al., Validation of the Surgical APGAR Score Among Patients Undergoing General Surgical Procedures, 2011",SAS ≤4,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Low,Low,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,80,6,5,4,65,11,0.1375,0.125,0.5454545455,0.2800915374,0.7872872838,0.2
405,407,mdcalc:10531,10531,Swede Score,https://www.mdcalc.com/calc/10531/swede-score,Swede Score,Cervical intraepithelial neoplasia grade 2 or worse (CIN2+),"Ranga et al., A Comparison of the Strength of Association of Reid Colposcopic Index and Swede Score With Cervical Histology, 2017",Swede Score ≥5,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,119,33,10,0,76,43,0.3613445378,0.2773109244,0.7674418605,0.622554797,0.8684632152,0.2
406,408,mdcalc:10499,10499,Systematic Coronary Risk Evaluation 2 (SCORE2),https://www.mdcalc.com/calc/10499/systematic-coronary-risk-evaluation-score2,Systematic Coronary Risk Evaluation 2 (SCORE2),Fatal or nonfatal cardiovascular event within 10 years,"Maung et al., Validation of the European SCORE2 Algorithm in One European and One Latin-American Cohort Studies With Contrasting Populations, 2026 — Mexico City cohort",High-to-very-high risk: SCORE2 ≥2.5% for age <50 years or ≥5% for age 50–69 years,Prognosis,Cohort/consecutive,v2_llm_2x2_raw,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,95660,1750,53574,291,40045,55324,0.578339954,0.0213359816,0.03163184152,0.03020565843,0.03312306299,0.02
407,409,mdcalc:1236,1236,TASH Score (Trauma Associated Severe Hemorrhage),https://www.mdcalc.com/calc/1236/tash-score-trauma-associated-severe-hemorrhage,TASH Score (Trauma Associated Severe Hemorrhage),Massive transfusion following major trauma,"Mitra et al., Predicting Massive Blood Transfusion Using Clinical Scores Post-Trauma, 2012; counts reproduced in the NICE evidence appendix",TASH ≥18; massive transfusion defined as ≥5 units of packed red blood cells within 4 hours,"Prognosis, Treatment",Unclear,v2_llm_2x2_raw,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1234,49,2,146,1037,51,0.04132901135,0.1580226904,0.9607843137,0.8678369434,0.9891789166,0.2
408,410,mdcalc:10440,10440,Testicular Workup for Ischemia and Suspected Torsion (TWIST),https://www.mdcalc.com/calc/10440/testicular-workup-ischemia-suspected-torsion-twist,Testicular Workup for Ischemia and Suspected Torsion (TWIST),Testicular torsion in children presenting with acute scrotum,"Pan, Validation of the Testicular Workup for Ischemia and Suspected Torsion (TWIST) Score in the Diagnosis of Testicular Torsion in Children With Acute Scrotum, 2020",TWIST ≥5 (high risk),Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,96,55,0,13,28,55,0.5729166667,0.7083333333,1,0.9347150989,1,0.2
409,411,mdcalc:10524,10524,SCOFF Questionnaire,https://www.mdcalc.com/calc/10524/sick-control-one-fat-food-scoff-questionnaire,"Sick, Control, One, Fat, Food (SCOFF) Questionnaire",Current eating disorder,"Lähteenmäki et al., 2009—Finnish young-adult validation",≥2 positive answers,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,541,7,66,2,466,73,0.134935305,0.01663585952,0.09589041096,0.0472289546,0.1849563669,0.02
410,412,mdcalc:99,99,TIMI Risk Score for STEMI,https://www.mdcalc.com/calc/99/timi-risk-score-stemi,TIMI Risk Score for STEMI,In-hospital mortality following STEMI,"Furnaz et al., 2019—external validation in elderly women with STEMI",≥6 points,"Prognosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,404,18,145,8,233,163,0.4034653465,0.06435643564,0.1104294479,0.07100212259,0.1677961899,0.05
411,413,mdcalc:111,111,TIMI Risk Score for UA/NSTEMI,https://www.mdcalc.com/calc/111/timi-risk-score-ua-nstemi,TIMI Risk Score for UA/NSTEMI,Six-week major adverse cardiac event (MACE),"Nasr Isfahani et al., 2025—prospective external comparison of chest-pain risk scores",≥2 points,"Prognosis, Rule Out",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,274,67,151,1,55,218,0.795620438,0.2481751825,0.3073394495,0.2498690005,0.3714822093,0.2
412,414,mdcalc:10293,10293,Tisdale Risk Score for QT Prolongation,https://www.mdcalc.com/calc/10293/tisdale-risk-score-qt-prolongation,Tisdale Risk Score for QT Prolongation,QTc >500 ms or increase ≥60 ms from baseline,"Su et al., 2020—medical ICU external validation",≥7 points (moderate/high risk),Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,264,88,145,3,28,233,0.8825757576,0.3446969697,0.3776824034,0.3178913422,0.4414413342,0.2
413,415,mdcalc:10130,10130,Tokyo Guidelines for Acute Cholecystitis 2018,https://www.mdcalc.com/calc/10130/tokyo-guidelines-acute-cholecystitis-2018,Tokyo Guidelines for Acute Cholecystitis 2018,Histopathologically confirmed acute cholecystitis,"Naidu et al., 2016",Definite diagnosis: ≥1 local inflammatory sign + ≥1 systemic inflammatory sign + characteristic imaging,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,169,74,50,15,30,124,0.7337278107,0.5266272189,0.5967741935,0.5087827907,0.6789497354,0.2
414,416,mdcalc:10624,10624,Trimethoprim-Sulfamethoxazole Allergy Decision Rule (SULF-FAST),https://www.mdcalc.com/calc/10624/trimethoprim-sulfamethoxazole-allergy-decision-rule-sulf-fast,Trimethoprim-Sulfamethoxazole Allergy Decision Rule (SULF-FAST),Confirmed sulfonamide-antibiotic allergy,"Stehlin et al., 2025",SULF-FAST ≥3,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,125,9,12,4,100,21,0.168,0.104,0.4285714286,0.2446996893,0.6345344563,0.2
415,417,mdcalc:3942,3942,Troponin-only Manchester Acute Coronary Syndromes (T-MACS) Decision Aid,https://www.mdcalc.com/calc/3942/troponin-manchester-acute-coronary-syndromes-t-macs-decision-aid,Troponin-only Manchester Acute Coronary Syndromes (T-MACS) Decision Aid,Acute myocardial infarction within 30 days,"Greenslade et al., 2017",T-MACS risk ≥2% (test positive); <2% very low risk,"Diagnosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1244,113,885,1,245,998,0.8022508039,0.09163987138,0.1132264529,0.09503217885,0.1343868143,0.05
416,418,mdcalc:10395,10395,Ulcerative Colitis Endoscopic Index of Severity (UCEIS),https://www.mdcalc.com/calc/10395/ulcerative-colitis-endoscopic-index-of-severity-uceis,Ulcerative Colitis Endoscopic Index of Severity (UCEIS),Colectomy during admission or follow-up for acute severe ulcerative colitis,"Xie et al., 2018",UCEIS ≥7,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,92,20,5,17,50,25,0.2717391304,0.402173913,0.8,0.6086904963,0.9113941531,0.2
417,419,mdcalc:1856,1856,Vancouver Chest Pain Rule,https://www.mdcalc.com/calc/1856/vancouver-chest-pain-rule,Vancouver Chest Pain Rule,"30-day adverse cardiac event, including angioplasty or coronary artery bypass surgery","Ong et al., Validation of the New Vancouver Chest Pain Rule in Asian Chest Pain Patients Presenting at the Emergency Department (2017)",Rule-positive/not suitable for early discharge versus rule-negative/suitable for early discharge,"Diagnosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1690,132,897,37,624,1029,0.6088757396,0.1,0.1282798834,0.1092217741,0.1501030783,0.1
418,420,mdcalc:3317,3317,VBAC Risk Score for Successful Vaginal Delivery (Flamm Model),https://www.mdcalc.com/calc/3317/vbac-risk-score-successful-vaginal-delivery-flamm-model,VBAC Risk Score for Successful Vaginal Delivery (Flamm Model),Successful vaginal birth after cesarean delivery,"Balcha et al., Factors Associated with Successful Vaginal Birth After One Lower Uterine Transverse Cesarean Section Delivery (2023)",Flamm and Geiger score >5,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,345,89,30,32,194,119,0.3449275362,0.3507246377,0.7478991597,0.6629702081,0.8173236647,0.2
419,421,mdcalc:10125,10125,Villalta Score for Post-thrombotic Syndrome (PTS),https://www.mdcalc.com/calc/10125/villalta-score-post-thrombotic-syndrome-pts,Villalta Score for Post-thrombotic Syndrome (PTS),Post-thrombotic syndrome following DVT,"Ning et al., Biases of Villalta Scale in Classifying Post-thrombotic Syndrome in Patients with Pre-existing Chronic Venous Disease (2020)",Villalta score ≥5 plus history of DVT,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,288,15,11,6,256,26,0.09027777778,0.07291666667,0.5769230769,0.3894861375,0.7445555669,0.2
420,422,mdcalc:10470,10470,VIRSTA Score,https://www.mdcalc.com/calc/10470/virsta-score,VIRSTA Score,Definite infective endocarditis in patients with Staphylococcus aureus bacteremia,"van der Vaart et al., Prediction Rules for Ruling Out Endocarditis in Patients With Staphylococcus aureus Bacteremia (2022)",VIRSTA score ≥3,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,477,86,252,1,138,338,0.7085953878,0.1823899371,0.2544378698,0.2109440752,0.3034506955,0.2
424,426,mdcalc:3948,3948,EGSYS Syncope Score,https://www.mdcalc.com/calc/3948/egsys-evaluation-guidelines-syncope-study-score-syncope,Delrosso 2008. EGSYS (Evaluation of Guidelines in SYncope Study) Score for Syncope,,,,"Diagnosis, Prognosis",Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,516,75,170,4,267,245,0.4748062016,0.1531007752,0.306122449,0.2517740313,0.3664567874,0.2
425,427,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Mouth opening <4 cm, Laryngoscopy grade >=3.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,169,506,473,9359,675,0.0642428857,0.06110212239,0.2503703704,0.2191628059,0.2844031658,0.2
426,428,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Mouth opening <4 cm, Laryngoscopy grade 4.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,50,625,57,9775,675,0.0642428857,0.01018368707,0.07407407407,0.05663657446,0.09633207156,0.05
