source_index,source_excel_row,calculator_key,catalog_id,canonical_name,catalog_url,source_label,source_disease,study,cutoff,catalog_purpose,sampling_design,data_source,provenance,confidence,confidence_group,evidence_group,exact_outcome_note,N,tp,fp,fn,tn,n_negative,negative_fraction,observed_prevalence,post_negative_risk,post_negative_risk_lo,post_negative_risk_hi,lowest_ruleout_threshold_supported
404,406,mdcalc:1826,1826,Surgical Apgar Score (SAS) for Postoperative Risk,https://www.mdcalc.com/calc/1826/surgical-apgar-score-sas-postoperative-risk,Surgical Apgar Score (SAS) for Postoperative Risk,Major postoperative complication or death within 30 days,"Santos et al., Validation of the Surgical APGAR Score Among Patients Undergoing General Surgical Procedures, 2011",SAS ≤4,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Low,Low,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,80,6,5,4,65,69,0.8625,0.125,0.05797101449,0.02277238888,0.1397924336,0.2
405,407,mdcalc:10531,10531,Swede Score,https://www.mdcalc.com/calc/10531/swede-score,Swede Score,Cervical intraepithelial neoplasia grade 2 or worse (CIN2+),"Ranga et al., A Comparison of the Strength of Association of Reid Colposcopic Index and Swede Score With Cervical Histology, 2017",Swede Score ≥5,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,119,33,10,0,76,76,0.6386554622,0.2773109244,0,0,0.04811358507,0.05
406,408,mdcalc:10499,10499,Systematic Coronary Risk Evaluation 2 (SCORE2),https://www.mdcalc.com/calc/10499/systematic-coronary-risk-evaluation-score2,Systematic Coronary Risk Evaluation 2 (SCORE2),Fatal or nonfatal cardiovascular event within 10 years,"Maung et al., Validation of the European SCORE2 Algorithm in One European and One Latin-American Cohort Studies With Contrasting Populations, 2026 — Mexico City cohort",High-to-very-high risk: SCORE2 ≥2.5% for age <50 years or ≥5% for age 50–69 years,Prognosis,Cohort/consecutive,v2_llm_2x2_raw,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,95660,1750,53574,291,40045,40336,0.421660046,0.0213359816,0.007214399048,0.006434129076,0.008088522418,0.01
407,409,mdcalc:1236,1236,TASH Score (Trauma Associated Severe Hemorrhage),https://www.mdcalc.com/calc/1236/tash-score-trauma-associated-severe-hemorrhage,TASH Score (Trauma Associated Severe Hemorrhage),Massive transfusion following major trauma,"Mitra et al., Predicting Massive Blood Transfusion Using Clinical Scores Post-Trauma, 2012; counts reproduced in the NICE evidence appendix",TASH ≥18; massive transfusion defined as ≥5 units of packed red blood cells within 4 hours,"Prognosis, Treatment",Unclear,v2_llm_2x2_raw,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1234,49,2,146,1037,1183,0.9586709887,0.1580226904,0.1234150465,0.1058817433,0.1433861404,0.2
408,410,mdcalc:10440,10440,Testicular Workup for Ischemia and Suspected Torsion (TWIST),https://www.mdcalc.com/calc/10440/testicular-workup-ischemia-suspected-torsion-twist,Testicular Workup for Ischemia and Suspected Torsion (TWIST),Testicular torsion in children presenting with acute scrotum,"Pan, Validation of the Testicular Workup for Ischemia and Suspected Torsion (TWIST) Score in the Diagnosis of Testicular Torsion in Children With Acute Scrotum, 2020",TWIST ≥5 (high risk),Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,96,55,0,13,28,41,0.4270833333,0.7083333333,0.3170731707,0.195646139,0.4698419964,
409,411,mdcalc:10524,10524,SCOFF Questionnaire,https://www.mdcalc.com/calc/10524/sick-control-one-fat-food-scoff-questionnaire,"Sick, Control, One, Fat, Food (SCOFF) Questionnaire",Current eating disorder,"Lähteenmäki et al., 2009—Finnish young-adult validation",≥2 positive answers,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,541,7,66,2,466,468,0.865064695,0.01663585952,0.004273504274,0.001172732383,0.01544610997,0.02
410,412,mdcalc:99,99,TIMI Risk Score for STEMI,https://www.mdcalc.com/calc/99/timi-risk-score-stemi,TIMI Risk Score for STEMI,In-hospital mortality following STEMI,"Furnaz et al., 2019—external validation in elderly women with STEMI",≥6 points,"Prognosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,404,18,145,8,233,241,0.5965346535,0.06435643564,0.03319502075,0.01691458894,0.0641233975,0.1
411,413,mdcalc:111,111,TIMI Risk Score for UA/NSTEMI,https://www.mdcalc.com/calc/111/timi-risk-score-ua-nstemi,TIMI Risk Score for UA/NSTEMI,Six-week major adverse cardiac event (MACE),"Nasr Isfahani et al., 2025—prospective external comparison of chest-pain risk scores",≥2 points,"Prognosis, Rule Out",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,274,67,151,1,55,56,0.204379562,0.2481751825,0.01785714286,0.003159210342,0.09445637149,0.1
412,414,mdcalc:10293,10293,Tisdale Risk Score for QT Prolongation,https://www.mdcalc.com/calc/10293/tisdale-risk-score-qt-prolongation,Tisdale Risk Score for QT Prolongation,QTc >500 ms or increase ≥60 ms from baseline,"Su et al., 2020—medical ICU external validation",≥7 points (moderate/high risk),Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,264,88,145,3,28,31,0.1174242424,0.3446969697,0.09677419355,0.03346464416,0.2489993844,
413,415,mdcalc:10130,10130,Tokyo Guidelines for Acute Cholecystitis 2018,https://www.mdcalc.com/calc/10130/tokyo-guidelines-acute-cholecystitis-2018,Tokyo Guidelines for Acute Cholecystitis 2018,Histopathologically confirmed acute cholecystitis,"Naidu et al., 2016",Definite diagnosis: ≥1 local inflammatory sign + ≥1 systemic inflammatory sign + characteristic imaging,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,169,74,50,15,30,45,0.2662721893,0.5266272189,0.3333333333,0.2135887493,0.4792951169,
414,416,mdcalc:10624,10624,Trimethoprim-Sulfamethoxazole Allergy Decision Rule (SULF-FAST),https://www.mdcalc.com/calc/10624/trimethoprim-sulfamethoxazole-allergy-decision-rule-sulf-fast,Trimethoprim-Sulfamethoxazole Allergy Decision Rule (SULF-FAST),Confirmed sulfonamide-antibiotic allergy,"Stehlin et al., 2025",SULF-FAST ≥3,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,125,9,12,4,100,104,0.832,0.104,0.03846153846,0.01505681334,0.09474751377,0.1
415,417,mdcalc:3942,3942,Troponin-only Manchester Acute Coronary Syndromes (T-MACS) Decision Aid,https://www.mdcalc.com/calc/3942/troponin-manchester-acute-coronary-syndromes-t-macs-decision-aid,Troponin-only Manchester Acute Coronary Syndromes (T-MACS) Decision Aid,Acute myocardial infarction within 30 days,"Greenslade et al., 2017",T-MACS risk ≥2% (test positive); <2% very low risk,"Diagnosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1244,113,885,1,245,246,0.1977491961,0.09163987138,0.00406504065,0.000717940264,0.02266272221,0.05
416,418,mdcalc:10395,10395,Ulcerative Colitis Endoscopic Index of Severity (UCEIS),https://www.mdcalc.com/calc/10395/ulcerative-colitis-endoscopic-index-of-severity-uceis,Ulcerative Colitis Endoscopic Index of Severity (UCEIS),Colectomy during admission or follow-up for acute severe ulcerative colitis,"Xie et al., 2018",UCEIS ≥7,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,92,20,5,17,50,67,0.7282608696,0.402173913,0.2537313433,0.1648791382,0.3692919454,
417,419,mdcalc:1856,1856,Vancouver Chest Pain Rule,https://www.mdcalc.com/calc/1856/vancouver-chest-pain-rule,Vancouver Chest Pain Rule,"30-day adverse cardiac event, including angioplasty or coronary artery bypass surgery","Ong et al., Validation of the New Vancouver Chest Pain Rule in Asian Chest Pain Patients Presenting at the Emergency Department (2017)",Rule-positive/not suitable for early discharge versus rule-negative/suitable for early discharge,"Diagnosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1690,132,897,37,624,661,0.3911242604,0.1,0.05597579425,0.04088049297,0.07620224576,0.1
418,420,mdcalc:3317,3317,VBAC Risk Score for Successful Vaginal Delivery (Flamm Model),https://www.mdcalc.com/calc/3317/vbac-risk-score-successful-vaginal-delivery-flamm-model,VBAC Risk Score for Successful Vaginal Delivery (Flamm Model),Successful vaginal birth after cesarean delivery,"Balcha et al., Factors Associated with Successful Vaginal Birth After One Lower Uterine Transverse Cesarean Section Delivery (2023)",Flamm and Geiger score >5,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,345,89,30,32,194,226,0.6550724638,0.3507246377,0.1415929204,0.1021154087,0.1930509167,0.2
419,421,mdcalc:10125,10125,Villalta Score for Post-thrombotic Syndrome (PTS),https://www.mdcalc.com/calc/10125/villalta-score-post-thrombotic-syndrome-pts,Villalta Score for Post-thrombotic Syndrome (PTS),Post-thrombotic syndrome following DVT,"Ning et al., Biases of Villalta Scale in Classifying Post-thrombotic Syndrome in Patients with Pre-existing Chronic Venous Disease (2020)",Villalta score ≥5 plus history of DVT,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,288,15,11,6,256,262,0.9097222222,0.07291666667,0.02290076336,0.01053690938,0.04905296381,0.05
420,422,mdcalc:10470,10470,VIRSTA Score,https://www.mdcalc.com/calc/10470/virsta-score,VIRSTA Score,Definite infective endocarditis in patients with Staphylococcus aureus bacteremia,"van der Vaart et al., Prediction Rules for Ruling Out Endocarditis in Patients With Staphylococcus aureus Bacteremia (2022)",VIRSTA score ≥3,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,477,86,252,1,138,139,0.2914046122,0.1823899371,0.007194244604,0.001271091705,0.0396236098,0.05
424,426,mdcalc:3948,3948,EGSYS Syncope Score,https://www.mdcalc.com/calc/3948/egsys-evaluation-guidelines-syncope-study-score-syncope,Delrosso 2008. EGSYS (Evaluation of Guidelines in SYncope Study) Score for Syncope,,,,"Diagnosis, Prognosis",Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,516,75,170,4,267,271,0.5251937984,0.1531007752,0.0147601476,0.005754510367,0.03733017879,0.05
425,427,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Mouth opening <4 cm, Laryngoscopy grade >=3.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,169,506,473,9359,9832,0.9357571143,0.06110212239,0.04810821806,0.04405194801,0.05251746731,0.1
426,428,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Mouth opening <4 cm, Laryngoscopy grade 4.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,50,625,57,9775,9832,0.9357571143,0.01018368707,0.005797396257,0.004477683665,0.007503137631,0.01
427,429,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Thyromental distance <6 cm, Laryngoscopy grade >=3.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,45,72,597,9793,10390,0.9888645665,0.06110212239,0.05745909528,0.05314573155,0.06209957632,0.1
428,430,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Thyromental distance <6 cm, Laryngoscopy grade 4.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,18,99,89,10301,10390,0.9888645665,0.01018368707,0.008565928778,0.006966616757,0.01052849894,0.02
429,431,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Mallampati class III, Laryngoscopy grade >=3.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,287,1080,355,8785,9140,0.8698962596,0.06110212239,0.03884026258,0.03506901617,0.04299898862,0.05
430,432,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Mallampati class III, Laryngoscopy grade 4.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,64,1303,43,9097,9140,0.8698962596,0.01018368707,0.004704595186,0.003494766525,0.00633058524,0.01
431,433,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Neck movement <80 degrees, Laryngoscopy grade >=3.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,67,160,575,9705,10280,0.9783953555,0.06110212239,0.05593385214,0.05165534494,0.0605441151,0.1
432,434,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Neck movement <80 degrees, Laryngoscopy grade 4.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,18,209,89,10191,10280,0.9783953555,0.01018368707,0.008657587549,0.007041216732,0.01064103358,0.02
433,435,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Inability to prognath, Laryngoscopy grade >=3.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,106,409,536,9456,9992,0.9509850576,0.06110212239,0.05364291433,0.04939417599,0.05823472782,0.1
434,436,mdcalc:10149,10149,El-Ganzouri Risk Index,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,"El-Ganzouri 1996. El-Ganzouri Risk Index (EGRI) for Difficult Airway. Inability to prognath, Laryngoscopy grade 4.",,,,Prognosis,Unclear,,no recorded source,,Not reported,Legacy/no recorded source,Exact outcome is not separately encoded in every frozen row; verify against source.,10507,28,487,79,9913,9992,0.9509850576,0.01018368707,0.00790632506,0.006348960983,0.009841917943,0.01
